mape_accuracy_pred_20pct,mape_accuracy_pred_40pct,mape_accuracy_pred_60pct,mape_accuracy_pred_80pct,mape_accuracy_trans_20pct,mape_accuracy_trans_40pct,mape_accuracy_trans_60pct,mape_accuracy_trans_80pct,mse_accuracy_pred_20pct,mse_accuracy_pred_40pct,mse_accuracy_pred_60pct,mse_accuracy_pred_80pct,mse_accuracy_trans_20pct,mse_accuracy_trans_40pct,mse_accuracy_trans_60pct,mse_accuracy_trans_80pct
1.1021534871815044,2.4218650879575963,2.8878011969456754,1.6448768650596146,0.9875371912156811,2.52906277323275,1.854450514417769,1.6739449910308064,-130915.20345327072,-700010.4363861766,-942416.1527834882,-475222.60477184574,-136848.04652791406,-722211.4854061499,-452349.5595206179,-374057.55655230134
0.9335265721328072,2.3104952356209454,1.67621558729215,1.9448722768271722,0.9831387318399755,1.3867713774076202,1.3154345770325964,1.3322006835698315,-84657.05047390689,-591279.2496814772,-366324.2394835439,-456151.8241452182,-96822.64201864167,-247454.41584981122,-207133.78973934505,-207713.60041184374
2.5300799556040756,2.6772226323469193,1.926957123255284,2.6247319271350587,2.9366860846887928,4.309320182555626,3.0505315840880716,3.207810820763629,-667568.7720218966,-758802.4296479773,-458482.678979205,-725253.7587582776,-663920.0187883774,-2534539.8453061343,-1440588.3229788933,-1511479.4966059143
1.3442955473764742,6.600074345075126,2.239028402817521,4.962118984916531,1.8160583722125065,3.3029118546557568,2.050598446297033,2.0025857346945406,-176179.93638160988,-7575235.370505016,-1517408.2075784951,-5026871.295829613,-471861.79059521644,-2933165.6812565844,-1490779.728758594,-1356661.7090177177
8.605560488737353,4.896371900337107,5.631517349992267,5.7790281345244185,10.96414989084254,7.1646678683083955,6.650308061734546,7.485437803558197,-5859822.6002106,-4044207.0254105628,-5735945.065774386,-3952951.2539075655,-10039174.396410264,-6071865.813516828,-4227532.899106459,-4702670.883230344
2.8498882749290013,2.5468324898402126,2.0550878649259325,2.6676083405752182,2.7857221699747376,2.526452508614976,1.809545554942973,2.0913091375400916,-714982.6522292881,-762386.5394107598,-484168.9038677574,-764364.6752247037,-580756.051947859,-654480.4440561077,-321051.5367873207,-414469.1711254152
1.0591296055185493,0.79938794719694,3.609727099974083,3.0338136643041156,21.569934826469076,9.928996992293385,9.608667296380002,9.059648370033793,-105973.0279566503,-69210.16733860578,-2306513.543817309,-1816473.1630162343,-103350187.23045592,-35749735.57202088,-28515525.968119074,-23280433.223956868


Wilcoxon p value for transfer vs predictor: 
0.0032504075349196544,0.4107651710510254,0.16449612379074097,0.2634761333465576


Cliff's delta for transfer vs predictor: 
0.2112,0.0432,0.1072,0.1584


Wilcoxon p value for transfer dataset sizes: 
,20%,40%,60%,80%
20%,,0.12664812803268433,0.05157625675201416,0.03933870792388916
40%,0.12664812803268433,,0.0626264214515686,0.13364005088806152
60%,0.05157625675201416,0.0626264214515686,,0.3665854334831238
80%,0.03933870792388916,0.13364005088806152,0.3665854334831238,


Cliff's delta for transfer dataset sizes: 
,20%,40%,60%,80%
20%,,0.104,0.1072,0.1232
40%,0.104,,0.0272,0.0496
60%,0.1072,0.0272,,0.0592
80%,0.1232,0.0496,0.0592,
