mse_accuracy_tgt_no_cv,mape_accuracy_tgt_no_cv,mse_accuracy_tgt_cv,mape_accuracy_tgt_cv,mse_accuracy_trans_no_cv,mape_accuracy_trans_no_cv,mse_accuracy_trans_cv,mape_accuracy_trans_cv
-13.165515933999995,33.40931345795976,-19.500564267537776,40.13869069829011,-18.456945749999996,36.91596935511302,-18.456945749999996,31.465536021620437
-18.715389213999998,33.595425504869134,-17.584026061697774,38.889561675674,-25.810509990000003,37.270989737024514,-25.810509990000003,31.925602941542802
-18.707896070000004,34.17369465114977,-16.606260816055556,35.68879291351198,-5.576329070000001,1.2955410843426272,-5.576329070000001,1.2955410843426018
-0.7038097120000004,0.8246111913490758,-0.14347209555555562,0.8351615804628686,-9.84856271,18.4404388753033,-9.84856271,12.949657598461146
-18.222766700000005,35.34261210910941,-19.116490256486667,39.16448407745499,-5.5302799300000025,0.6778644340320797,-5.5302799300000025,0.5924825591710212
-0.7472999059999998,1.1278172184426776,-0.7475111459999997,1.3086396690754856,-0.02258535999999984,0.5533572680424489,-0.02258535999999984,0.9101519736479395
-19.183853474,34.118861060128715,-20.99367629340278,39.05172025908909,-6.0409474,1.8000948286445804,-6.0409474,1.887018194022854
-0.2784949959999998,0.937346081076359,-0.40938206657777704,1.0751014575072901,-9.84456583,17.398843300946154,-9.84456583,12.112771849499756
-17.22848623,34.777372677864726,-15.679486513833332,35.722631245209065,-5.372933360000002,1.9431813497422326,-5.372933360000002,1.5522106373556195
-0.7474510019999998,1.1324291174473304,-0.16693670599999993,1.3148032403936343,-9.515937300000003,18.1111100487261,-9.515937300000003,12.597250669634255
-17.35009066,31.835113246067902,-18.533918330069447,37.202849754025195,-23.40678158,36.49010526871024,-23.40678158,31.37091367854164
-0.34357825200000014,0.9362559148534089,-0.1699392380555556,0.8620042970163954,-0.006384299999999959,1.0524035486117682,-0.006384299999999959,2.949009604549617
-18.732347586,35.90790766604673,-14.069380136597221,38.671661852955324,-11.934310089999999,37.185384852925495,-11.934310089999999,31.988583123466956
-0.4745490199999998,0.9921401110146947,-0.3277499834999999,0.5775880392002005,-0.009144789999999953,0.4176161884529316,-0.009144789999999953,1.38045192902406
-0.32062593599999994,0.620142263585294,-0.4856945594999998,0.7616732574660023,-8.096648260000002,16.876591282753655,-8.096648260000002,12.16264301806208
-0.7474683379999998,0.9650880009250076,-0.45718604199999996,1.3117539721157656,-9.570771580000002,17.310141339025613,-9.570771580000002,11.735834143116156
-0.32345306799999984,0.7458290646022576,-0.48603229522777774,0.5356802032637986,-0.0137037,0.4347595904613745,-0.0137037,1.1660450334075634
-0.17049846199999968,1.2877322475760002,-0.49803889099999954,0.8694248508199036,-0.007049219999999885,0.5420123081750312,-0.007049219999999885,0.5420123081750301
-0.4115326979999997,0.7697284891647717,-0.40392658799999964,0.9183554500740428,-9.916279100000002,17.819719637153796,-9.916279100000002,12.576872384768162
-17.194751577999998,32.97067156672971,-14.397399711999995,32.83232083682817,-5.505369900000001,0.6749091294129137,-5.505369900000001,0.5898298395976631
-22.092884076,32.685540767162365,-18.111924444027775,38.79868812654338,-5.85140954,0.7162358729866163,-5.85140954,0.7162358729865765
-0.6365215719999998,1.13732581655896,-0.8014256976666667,0.9662692855418958,-9.58286653,18.147870026172047,-9.58286653,12.761023851913226
-0.4791903539999998,0.9474363282737686,-0.6514217139888885,0.9617857855717348,-9.57754326,17.544744045550445,-9.57754326,11.96709795369652
-0.4114221419999997,0.6084297610004097,-0.011143038999999936,0.7707007835825633,-9.950920810000003,18.354951502461294,-9.950920810000003,12.964682886271191
-14.819546718,35.05272760060788,-18.823577044027775,39.265373620466725,-26.355042179999995,37.47315138455142,-26.355042179999995,32.49516739984002

Wilcoxon p value: 0.6915188431739807
Cliff's delta: 0.0784
